queue_rank,unique_id,name,facility_type,operator_type,address_city,address_state,pincode,district_reference,pincode_join_confidence,readiness_score,completeness_score,evidence_support_score,consistency_score,high_leverage_score,review_priority_score,flag_count,high_severity_flag_count,primary_issue,review_status,evidence_validation_status
1941,cbff204e-8413-4042-9431-3969ac89bb2a,Bowring and Lady Curzon Hospitals,hospital,public,Bengaluru,Karnataka,560002,BENGALURU URBAN,exact_reference_mapping,76.19,88.0,56.62,80.0,33.58,26.25,7,2,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
1942,78dd0ce7-a398-4fd3-820c-f65478c328ad,The Inamdar Heart Clinic,clinic,private,Pune,Maharashtra,411007,PUNE,exact_reference_mapping,79.74,89.0,67.12,80.0,44.23,26.25,4,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
1943,96f6b943-a992-46a3-8611-ed6ffb335ecf,Anil Eye Hospital,hospital,private,Kalyan,Maharashtra,421201,THANE,exact_reference_mapping,77.38,89.0,59.25,80.0,37.14,26.25,4,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
1944,6c51a7fd-e025-4ad5-b923-98fd20c755f9,Life Care Hospital,hospital,private,Karnal,Haryana,132001,KARNAL,exact_reference_mapping,86.5,100.0,75.0,80.0,64.5,26.25,1,0,year_claim_disagreement,unreviewed,claim_level_source_alignment_unverified
1945,c76aa351-d3d5-4762-9f15-456fc79c3082,"Priyam Speciality Hospitals Bangalore Bypass Road, Kondalampatti, Salem - 636010",hospital,private,Salem,Tamil Nadu,636010,SALEM,exact_reference_mapping,79.7,95.0,58.99,80.0,44.08,26.24,9,1,uncorroborated_critical_care_claim,unreviewed,claim_level_source_alignment_unverified
1946,35dc544a-60d8-4985-9f81-9e01a5d29f38,Government Ayurveda Hospital,hospital,public,Cheruvannur,Kerala,671313,KASARAGOD,exact_reference_mapping,75.57,83.0,61.24,80.0,31.64,26.23,5,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
1947,9c054087-a278-4ea0-80af-7c1040b4ef1a,Indira Pet Clinic,clinic,private,Bangalore,Karnataka,563114,KOLAR,exact_reference_mapping,73.04,88.0,56.13,70.0,24.06,26.23,6,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
1948,9c6875a1-eadb-445a-a436-4362ff29aae2,Zydus Hospital & Smt. B. K. Shah Medical Institute and Research Center,hospital,private,Vadodara,Gujarat,390012,VADODARA,exact_reference_mapping,85.88,90.0,66.25,100.0,62.55,26.23,4,1,uncorroborated_emergency_trauma_claim,unreviewed,claim_level_source_alignment_unverified
1949,38eee935-7af8-4af0-867a-210b03e6eaa6,All Is Well Multispeciality Hospital Burhanpur,hospital,private,Burhanpur,Burhanpur,450331,BURHANPUR,exact_reference_mapping,89.15,100.0,63.84,100.0,72.38,26.23,5,0,uncorroborated_dialysis_renal_claim,unreviewed,claim_level_source_alignment_unverified
1950,61ed89ad-11b3-4162-9881-d754f7442760,Navjeevan Hospital,hospital,public,Lonand,Maharashtra,443001,BULDHANA,exact_reference_mapping,84.06,95.0,73.52,80.0,57.1,26.23,3,0,empty_claim_entry,unreviewed,claim_level_source_alignment_unverified
1951,db16cac8-860a-4fc6-b611-2805be0b8958,ORIION CITICARE Superspeciality Hospital Aurangabad,hospital,public,Aurangabad,Maharashtra,431005,AURANGABAD,exact_reference_mapping,85.78,95.0,59.25,100.0,62.26,26.23,3,0,emergency_trauma_claim_repeated_not_evidenced,unreviewed,claim_level_source_alignment_unverified
1952,322e4037-ac32-4b53-a2d7-2ef6ea10a75b,Arafa Medical Mission Hospital,hospital,private,Kadakkal,Chadayamangalam,691536,KOLLAM,exact_reference_mapping,82.2,90.0,54.0,100.0,51.48,26.22,4,1,uncorroborated_emergency_trauma_claim,unreviewed,claim_level_source_alignment_unverified
1953,e7019678-6732-4f20-b197-ef08f15b1062,Radhe Dental Clinic,dentist,private,Ahmedabad,Gujarat,360360,RAJKOT,exact_reference_mapping,72.09,83.0,59.62,70.0,21.16,26.22,6,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
1954,deb8169a-6fbc-4560-9648-229508fb6a56,Nathan Super Speciality Hospital,hospital,private,Salem,Tamil Nadu,636016,SALEM,exact_reference_mapping,70.62,80.0,48.75,80.0,16.7,26.21,7,3,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
1955,33de3de0-af94-43d7-9166-cdbcabf01d9b,Prasad Netralaya,hospital,private,Udupi,Karnataka,577432,SHIVAMOGGA,exact_reference_mapping,81.4,88.0,54.0,100.0,49.06,26.21,4,2,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
1956,6b9063cd-de10-4a56-943a-2dc028c56377,Dr Govindan s Hospital,hospital,private,Thiruvananthapuram,Thiruvananthapuram,682033,ERNAKULAM,exact_reference_mapping,75.85,88.0,65.49,70.0,32.4,26.21,8,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
1957,672d792e-dcec-40f0-a403-697636286f10,Oyster & Pearl Prime Hospital,hospital,private,Pune,Maharashtra,411005,PUNE,exact_reference_mapping,79.03,93.0,59.42,80.0,41.91,26.2,8,3,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
1958,a39093c2-60d1-4457-8963-8f5ce704ed86,Visakha Institute of Medical Sciences,hospital,public,Visakhapatnam,Andhra Pradesh,530040,VISAKHAPATANAM,exact_reference_mapping,82.46,93.0,50.85,100.0,52.19,26.2,6,2,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
1959,cc591ffe-e651-44cd-b4a5-75f2b546b1af,A. R Patil Multispeciality Hospital,hospital,private,Navi Mumbai,Maharashtra,410210,RAIGAD,exact_reference_mapping,76.26,88.0,56.86,80.0,33.58,26.2,5,2,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
1960,b6d7c0a9-70bf-46d6-bebb-22356bd8ba67,Mehta Eye Clinic,clinic,private,Mumbai,Mumbai,400077,MUMBAI SUBURBAN,exact_reference_mapping,78.97,93.0,59.25,80.0,41.7,26.2,3,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
1961,cd45cb29-b39c-4a69-8b8f-00ee98452522,Om Hospital,hospital,private,Nashik,Maharashtra,422101,NASHIK,exact_reference_mapping,82.06,100.0,70.19,70.0,50.96,26.2,4,0,empty_claim_entry,unreviewed,claim_level_source_alignment_unverified
1962,4b8618dc-c36a-449d-ae17-db06c151b6a4,City Institute of Medical Sciences,hospital,,Mathura,Uttar Pradesh,281001,MATHURA,exact_reference_mapping,82.99,90.0,56.62,100.0,53.73,26.19,7,2,uncorroborated_critical_care_claim,unreviewed,claim_level_source_alignment_unverified
1963,5c191e28-f27f-4d88-b431-6b991e992420,Alipore Hospital,hospital,,Navsari,Gujarat,,,invalid_pincode,79.15,85.0,50.5,100.0,42.23,26.19,10,2,missing_or_invalid_pincode,unreviewed,claim_level_source_alignment_unverified
1964,4e2cf536-9839-45d4-84a1-e29c82c3db91,Apollo Clinic - Rewari,clinic,private,Rewari,Haryana,123401,REWARI,exact_reference_mapping,76.19,88.0,56.65,80.0,33.28,26.18,8,3,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
1965,66657b96-03f2-4c3b-a7e4-6e6c6c17489f,The Pediatric Clinic,clinic,private,Gurgaon,Haryana,122003,GURUGRAM,exact_reference_mapping,75.61,83.0,61.36,80.0,31.56,26.18,5,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
1966,d1d80196-4463-448d-8e22-5023f109d7ee,Randhawa Hospital,hospital,private,Pathankot,Sarna,143001,AMRITSAR,exact_reference_mapping,78.97,93.0,69.25,70.0,41.63,26.18,6,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
1967,1392cde6-259a-47b0-8b68-aa96450f9342,SHRI Hospital,hospital,private,Guntur,Andhra Pradesh,522002,GUNTUR,exact_reference_mapping,83.46,90.0,58.2,100.0,55.1,26.18,6,0,missing_or_invalid_number_doctors,unreviewed,claim_level_source_alignment_unverified
1968,dbba43a6-3542-45e3-a84e-00ba395af36f,Sri Chandra Sekara Hospital,hospital,private,Hosur,Tamil Nadu,635109,KRISHNAGIRI,exact_reference_mapping,87.15,95.0,63.84,100.0,66.18,26.18,6,0,uncorroborated_oncology_claim,unreviewed,claim_level_source_alignment_unverified
1969,0fa64a78-fd03-462e-b9c9-66ae5fac867e,Rama Sofat Hospital & Ruchi Test Tube Baby Centre,clinic,private,Ludhiana,Punjab,141001,LUDHIANA,exact_reference_mapping,81.92,93.0,59.06,90.0,50.44,26.17,4,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
1970,9f415a94-7c72-473a-ab96-ad63a8910b3d,Moulana Hospital,hospital,private,Perintalmanna,Malappuram,679322,MALAPPURAM,exact_reference_mapping,77.87,88.0,72.23,70.0,38.28,26.17,5,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
1971,d6c2fbb1-1b6b-4afb-a39a-cadfd4b55e10,"Nishant IVF & Fertility Centre, Jaipur",clinic,private,Jaipur,Rajasthan,302006,JAIPUR,exact_reference_mapping,74.83,83.0,58.76,80.0,29.13,26.16,6,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
1972,00a95ae5-e99b-44f1-9cc3-ab97a1f53590,Aastha Healthcare,clinic,private,Mumbai,Maharashtra,400080,MUMBAI SUBURBAN,exact_reference_mapping,77.72,93.0,65.08,70.0,37.75,26.15,5,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
1973,4c70862b-1262-4f77-8247-5ff4c2ce32c1,GVN Hospital,hospital,private,Tiruchirappalli,Tamil Nadu,620008,TIRUCHIRAPPALLI,exact_reference_mapping,80.09,95.0,60.3,80.0,44.88,26.15,6,1,uncorroborated_emergency_trauma_claim,unreviewed,claim_level_source_alignment_unverified
1974,e419aec5-659d-458a-94b7-9465ff8afb66,Swapn Healthcare Hospitals,hospital,private,Ahmedabad,Gujarat,382443,AHMADABAD,exact_reference_mapping,76.16,93.0,59.87,70.0,33.07,26.15,4,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
1975,390fa6ee-297f-4063-8fbe-82f5e7db7258,Heritage Hospitals,hospital,private,Varanasi,Uttar Pradesh,221005,VARANASI,exact_reference_mapping,85.57,93.0,61.22,100.0,61.28,26.14,6,3,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
1976,69201515-916a-4304-aeef-e700f8603083,Batra Hospital,hospital,private,New Delhi,Delhi,,,invalid_pincode,80.23,85.0,64.1,90.0,45.21,26.13,7,3,missing_or_invalid_pincode,unreviewed,claim_level_source_alignment_unverified
1977,239cfb6f-cfd6-4653-984d-aaeeceb1c05e,Smit Hospital,hospital,,Songadh,Gujarat,425418,NANDURBAR,exact_reference_mapping,74.68,86.0,59.25,75.0,28.56,26.13,5,1,state_pincode_disagreement,unreviewed,claim_level_source_alignment_unverified
1978,d101bb2c-d4c7-423f-9196-8b0e7cd0e9f5,"Guru Nanak Hospital, Ranchi",hospital,private,Ranchi,Jharkhand,834001,RANCHI,exact_reference_mapping,76.53,88.0,57.75,80.0,34.06,26.12,8,2,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
1979,8de46ac7-edde-480b-96a9-fb39f8c3c8d9,Shekhawati Hospital & Research Centre,hospital,private,Jaipur,Rajasthan,302039,JAIPUR,exact_reference_mapping,90.4,100.0,68.0,100.0,75.68,26.12,2,1,uncorroborated_neonatal_claim,unreviewed,claim_level_source_alignment_unverified
1980,fb7dfe35-397c-4567-8310-55a9b820f9af,Perfect Smile Dental Clinic and Implant Centre,clinic,private,Lucknow,Uttar Pradesh,226016,LUCKNOW,exact_reference_mapping,78.3,88.0,73.66,70.0,39.32,26.11,7,3,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
1981,31d3e94b-ed15-424a-99bf-e3f47737aea0,Tesla Diagnostics,clinic,private,Secunderabad,Telangana,500003,HYDERABAD,exact_reference_mapping,75.79,88.0,55.31,80.0,31.81,26.11,6,2,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
1982,76fcd188-bca9-43de-8539-3afda0efd0ce,Delhi Child Care and Dental Hospital,hospital,private,Bathinda,Punjab,151001,BATHINDA,exact_reference_mapping,75.29,93.0,56.98,70.0,30.32,26.11,7,2,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
1983,2ca2244c-2e89-42eb-98cc-2557214676e9,Bhaktivedanta Hospital & Research Institute,hospital,private,"Mira Road (east), Thane",Maharashtra,401107,THANE,exact_reference_mapping,84.8,91.0,61.35,100.0,58.83,26.11,5,1,uncorroborated_emergency_trauma_claim,unreviewed,claim_level_source_alignment_unverified
1984,f9771a3a-e094-40bd-ac26-a2046726d5e0,Upasani Super Speciality Hospital,hospital,private,Mulund (w),Maharashtra,400080,MUMBAI SUBURBAN,exact_reference_mapping,85.32,95.0,57.75,100.0,60.4,26.11,6,1,uncorroborated_emergency_trauma_claim,unreviewed,claim_level_source_alignment_unverified
1985,1bdc33d0-a5ca-4d7c-a000-6da9336c9efb,Imperial Multispeciality Hospital,hospital,private,Pune,Chikhali,411062,PUNE,exact_reference_mapping,82.29,95.0,57.64,90.0,51.25,26.09,5,3,placeholder_or_negative_claim,unreviewed,claim_level_source_alignment_unverified
1986,61a3f689-726c-4f43-b7bc-75beaac6d14d,Darshan Superspeciality Hospital,hospital,private,Bathinda,Punjab,151001,BATHINDA,exact_reference_mapping,79.57,100.0,51.89,80.0,43.05,26.09,5,2,uncorroborated_critical_care_claim,unreviewed,claim_level_source_alignment_unverified
1987,61321d6e-e786-483b-8e13-939e3efb261b,Navale Hospital,hospital,private,Pune,Maharashtra,431501,JALNA,exact_reference_mapping,77.11,88.0,59.71,80.0,35.7,26.09,6,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
1988,d1eed689-0d6f-4fc1-86a0-9a0102b4c9ba,"IGMC, Shimla",hospital,public,Shimla,Himachal Pradesh,171001,SHIMLA,exact_reference_mapping,68.95,88.0,42.5,70.0,11.22,26.09,6,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
1989,f62d6910-585d-477a-a0a6-7f17a4bb25d1,Jai Jhulelal Mulitspeciality Hospital,hospital,private,Bharuch,Gujarat,392011,BHARUCH,exact_reference_mapping,71.39,83.0,57.31,70.0,18.52,26.09,7,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
1990,3ac8ae03-b862-4f36-858c-28a631f6e245,"Aaress Orthodontic & Implant Dental Centre, R.S. Puram",dentist,private,Coimbatore,Tamil Nadu,641002,COIMBATORE,exact_reference_mapping,78.97,93.0,59.25,80.0,41.21,26.08,3,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
1991,22add191-6446-4cf2-8ec8-556d487fb66d,Harsha Hospitals,hospital,private,Jeedimetla,Telangana,500098,MEDCHAL MALKAJGIRI,exact_reference_mapping,85.32,100.0,71.06,80.0,60.28,26.08,2,0,year_claim_disagreement,unreviewed,claim_level_source_alignment_unverified
1992,ffab9227-c788-4095-8be1-5e6a5bb38f94,Oasis Fertility,clinic,private,Vijayawada,Governorpet,520008,NTR,exact_reference_mapping,81.56,100.0,58.54,80.0,49.02,26.08,3,0,empty_claim_entry,unreviewed,claim_level_source_alignment_unverified
1993,b4e0b960-ad16-4c18-b756-ed42ea6a9f39,21st Century Hospitals,hospital,private,Vapi,Gujarat,396195,VALSAD,exact_reference_mapping,77.29,88.0,60.31,80.0,36.15,26.07,4,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
1994,6cfc9ae4-b1ec-4f54-907b-e7c3af15178a,Sunrise Hospital,hospital,private,Kailash Colony,Delhi,110065,,ambiguous_reference_mapping,90.5,95.0,75.0,100.0,75.78,26.07,2,0,district_from_pincode_not_exact,unreviewed,claim_level_source_alignment_unverified
1995,0865f018-f65a-46ef-8e2f-3fd771e25e0c,"Perfect Smile Super Speciality Dental Clinic, Kolkata",clinic,private,Kolkata,West Bengal,700029,KOLKATA,exact_reference_mapping,78.97,93.0,59.25,80.0,41.15,26.06,3,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
1996,d2acd57a-351d-4fa0-9dc5-c54f3aee6a8d,Scarlet Hospital,hospital,,Ahmedabad,Gujarat,380007,AHMADABAD,exact_reference_mapping,70.91,78.0,52.37,80.0,16.94,26.05,8,4,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
1997,b08a49c8-9fd6-4ab0-b5d2-69fc2b515899,Uttam Hospital,hospital,private,Ghaziabad,Uttar Pradesh,201001,GHAZIABAD,exact_reference_mapping,82.62,95.0,48.75,100.0,52.05,26.05,6,2,uncorroborated_critical_care_claim,unreviewed,claim_level_source_alignment_unverified
1998,3496cf37-2efe-4b43-816c-c0a62712baa5,"Redcliffe Labs - Collection Center Ground Floor, Jitan Chowk, Dighi Kala West, Near Station Road Plat Form No 5 Hajipur, Bihar - 844101",clinic,private,Hajipur,Bihar,844101,VAISHALI,exact_reference_mapping,77.78,83.0,58.59,90.0,37.55,26.05,5,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
1999,a5637b69-68fa-42cd-adf7-6d8a0e1dfcc5,Goalpara Civil Hospital,hospital,public,Goalpara,Assam,783121,,unresolved,81.37,90.0,61.23,90.0,48.31,26.05,4,1,placeholder_or_negative_claim,unreviewed,claim_level_source_alignment_unverified
2000,b0e6c53b-b12f-4024-b089-7de2ca0bda16,Kailash Cancer Hospital,hospital,private,Vadodara,Gujarat,,,invalid_pincode,86.14,90.0,67.12,100.0,62.62,26.05,5,1,missing_or_invalid_pincode,unreviewed,claim_level_source_alignment_unverified
2001,02f21426-d4ed-4adf-8650-7a3939d45d9a,Vatsalya Mother & Child Care Hospital,hospital,private,Pune,Maharashtra,411039,PUNE,exact_reference_mapping,80.28,100.0,59.25,75.0,45.01,26.04,3,1,capacity_claim_disagreement,unreviewed,claim_level_source_alignment_unverified
2002,0bd24dc7-3232-40ad-b8fc-51044129b1ac,Handa Neuro Hospital,hospital,,Jalandhar,Punjab,144001,JALANDHAR,exact_reference_mapping,69.08,78.0,56.25,70.0,11.41,26.04,7,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
2003,c389be80-80c8-4edf-b242-bd8ee6a497c8,"Sharma Eye Hospital, Patiala, Punjab",hospital,private,Patiala,Punjab,151203,FARIDKOT,exact_reference_mapping,77.43,93.0,54.1,80.0,36.41,26.03,6,3,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
2004,068eca31-b97f-413a-9c00-988ff69da4a8,Dr. Anil Yadav Clinic,clinic,private,Gurgaon,Haryana,122001,GURUGRAM,exact_reference_mapping,76.36,88.0,57.19,80.0,33.21,26.03,7,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
2005,eb682cd1-f3d7-4138-9186-b8613c32a53e,District Hospital Samba,hospital,public,Samba,Jammu And Kashmir,184121,,ambiguous_reference_mapping,80.62,90.0,48.75,100.0,46.0,26.03,6,1,uncorroborated_emergency_trauma_claim,unreviewed,claim_level_source_alignment_unverified
2006,feea94a6-6a58-4cf3-b82c-11ca0b2d54b6,Dhemaji Civil Hospital,hospital,public,Dhemaji,Assam,787057,DHEMAJI,exact_reference_mapping,71.2,83.0,56.67,70.0,17.71,26.03,6,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
2007,94acaff7-7eb6-4fbd-9067-fcdbb0223ec3,"Krishna IVF Clinic, Visakhapatnam",clinic,private,Visakhapatnam,Andhra Pradesh,,,invalid_pincode,75.76,83.0,61.88,80.0,31.36,26.02,7,3,missing_or_invalid_pincode,unreviewed,claim_level_source_alignment_unverified
2008,69fe9c79-5535-4cbe-9075-1d6ebd9935b0,Currae Speciality Hospital,hospital,private,Thane,Maharashtra,400607,THANE,exact_reference_mapping,79.51,95.0,58.37,80.0,42.62,26.02,7,2,uncorroborated_critical_care_claim,unreviewed,claim_level_source_alignment_unverified
2009,bc231744-6a70-4a84-a2bb-66ed617a4839,PanOrtho Hospital,hospital,private,Pune,Maharashtra,411044,PUNE,exact_reference_mapping,75.31,83.0,60.35,80.0,30.0,26.02,7,2,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
2010,14510729-4176-4647-a353-fc6e5a119196,Phoenix Hospital,hospital,private,Prayagraj,Uttar Pradesh,211002,PRAYAGRAJ,exact_reference_mapping,82.76,93.0,71.85,80.0,52.37,26.02,3,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
2011,806e4d6a-afd2-4d7b-9af9-ba23c9e7ecd3,ECHS Polyclinic,clinic,public,Delhi,Delhi,110063,WEST,exact_reference_mapping,71.23,88.0,60.09,60.0,17.79,26.02,5,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
2012,9eee74ce-03e5-4cd8-a5a2-172d9464c785,Panacea Hospital,hospital,private,New Mumbai,Maharashtra,410206,RAIGAD,exact_reference_mapping,82.17,93.0,69.9,80.0,50.61,26.02,4,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
2013,ddfc13b1-edd5-4950-bf42-76317a817e54,"Sri Venkateswara Institute of Medical Sciences, Tirupati",hospital,public,Tirupati,Andhra Pradesh,517507,,ambiguous_reference_mapping,77.16,88.0,59.88,80.0,35.58,26.02,9,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
2014,87d885ff-b0ac-4195-a311-92a753d34f41,Shivam Hospital,hospital,private,Hoshiarpur,Punjab,146001,HOSHIARPUR,exact_reference_mapping,83.47,95.0,61.56,90.0,54.49,26.02,4,0,missing_or_invalid_number_doctors,unreviewed,claim_level_source_alignment_unverified
2015,ca443bb2-f442-41f7-a251-cc4ada60b8cf,Trinity Hospital,hospital,private,Rajkot,Gujarat,360004,RAJKOT,exact_reference_mapping,82.82,95.0,69.41,80.0,52.52,26.02,4,0,empty_claim_entry,unreviewed,claim_level_source_alignment_unverified
2016,d8196676-8f90-40e2-b053-c314597fedb0,Diyos Hospital,hospital,private,New Delhi,Delhi,110029,SOUTH,exact_reference_mapping,76.91,95.0,59.69,70.0,34.82,26.02,5,0,missing_or_invalid_number_doctors,unreviewed,claim_level_source_alignment_unverified
2017,8934cb45-03e3-4ab9-a049-540305fad523,Shri Ram Hospital,hospital,private,Panchkula,Haryana,136118,KURUKSHETRA,exact_reference_mapping,76.58,88.0,57.94,80.0,33.76,26.01,9,3,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
2018,9bc88c97-2bba-4eca-b6bc-8abadbf77983,Patna Children Hospital And Newborn Care Centre,hospital,private,Patna,Bihar,800020,PATNA,exact_reference_mapping,78.97,88.0,65.89,80.0,40.96,26.01,5,2,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
2019,3f3e7fe0-9661-4ed6-84bc-f27b9cd1eef6,Drashti Eye Hospital,hospital,private,Navi Mumbai,Maharashtra,410210,RAIGAD,exact_reference_mapping,71.96,83.0,59.2,70.0,19.93,26.01,6,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
2020,6e79eb1b-3815-4c77-bee8-e4d3d97ea284,"Hamsa Homeopathy Medical College, Hospital & Research Centre",hospital,private,Siddipet,Telangana,502279,SIDDIPET,exact_reference_mapping,71.5,83.0,47.68,80.0,18.55,26.01,6,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
2021,9cce9c34-87cc-44c5-b2b3-96cf1c996239,Agilus Diagnostics,clinic,private,Sodepur,West Bengal,700110,24 PARAGANAS NORTH,exact_reference_mapping,76.97,88.0,59.25,80.0,34.93,26.01,4,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
2022,cb3ac0c8-5b2b-4a88-8cb2-84cb29e972d6,Skm Dental Clinic,clinic,private,Sundakkamuthur,Tamil Nadu,641010,COIMBATORE,exact_reference_mapping,78.86,93.0,58.88,80.0,40.62,26.01,4,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
2023,5f80001e-76d8-4b42-acd7-a9222098261f,Seth Nandlal Dhoot Hospital,hospital,private,Chhatrapati Sambhajinagar,Maharashtra,431210,,unresolved,88.0,100.0,60.0,100.0,67.98,26.0,5,2,uncorroborated_critical_care_claim,unreviewed,claim_level_source_alignment_unverified
2024,e6a6085b-9e96-4949-b246-7899ab1eb0c8,"Goel Orthopaedic Centre – JIND, HARYANA",hospital,private,Jind,Haryana,126102,JIND,exact_reference_mapping,73.52,88.0,47.74,80.0,24.56,26.0,5,2,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
2025,2c587567-9849-46af-bae8-4ae266466dae,AARY Hospital,hospital,private,Morbi,Gujarat,363641,MORBI,exact_reference_mapping,67.85,83.0,45.5,70.0,7.53,26.0,7,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
2026,7949a693-719c-4069-8616-3d6b669b12f0,Dr Padmaja Fertility Centre,clinic,private,Hyderabad,Telangana,,,invalid_pincode,75.92,78.0,59.07,90.0,31.71,25.99,7,3,missing_or_invalid_pincode,unreviewed,claim_level_source_alignment_unverified
2027,1abd52f3-879a-4c54-aba6-d59043d9f601,"Rastra Kavi Dinkar Blood Bank, Sadar Hospital",hospital,public,Gopalganj,Bihar,841428,GOPALGANJ,exact_reference_mapping,75.3,83.0,60.34,80.0,29.86,25.99,7,2,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
2028,ef6b5b75-d4ba-417a-b2ad-e069250522af,Swami Pranavananda Homoeopathic Medical College And Hospital,hospital,private,Chhatarpur,Madhya Pradesh,471001,CHHATARPUR,exact_reference_mapping,78.62,85.0,48.75,100.0,39.84,25.99,4,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
2029,0007a104-2bd7-412d-8ffd-7161e703dbc2,"Mission Hospital, Nagercoil",hospital,,Nagercoil,Tamil Nadu,629802,KANNIYAKUMARI,exact_reference_mapping,82.83,90.0,56.1,100.0,52.43,25.98,6,2,uncorroborated_critical_care_claim,unreviewed,claim_level_source_alignment_unverified
2030,1895ee53-7493-4d99-93e4-d110791acb0d,Kapil Eye Hospital,hospital,private,Ambala City,Haryana,134003,AMBALA,exact_reference_mapping,76.97,88.0,59.25,80.0,34.81,25.98,4,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
2031,89aac17c-7785-4ea1-9fee-1c1d325262cf,Florence Hospital,hospital,private,Goalpara,Assam,783101,,ambiguous_reference_mapping,69.95,83.0,52.5,70.0,13.75,25.98,7,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
2032,ea5b37f7-4ea9-40e9-840c-c90565b97807,Nirnoy Hospital,hospital,private,Midnapore,West Bengal,721101,MEDINIPUR WEST,exact_reference_mapping,78.41,95.0,54.71,80.0,39.15,25.98,7,1,uncorroborated_emergency_trauma_claim,unreviewed,claim_level_source_alignment_unverified
2033,2ff722e1-df07-48e0-b7aa-62ae4d3a8042,Antrang Hospital,hospital,private,Kolhapur,Maharashtra,416003,KOLHAPUR,exact_reference_mapping,81.03,91.0,48.75,100.0,46.96,25.97,4,1,uncorroborated_critical_care_claim,unreviewed,claim_level_source_alignment_unverified
2034,9b949a02-afb3-42fa-83c0-29f24ff28eda,Clove Dental,dentist,private,Bangalore,Karnataka,560102,BENGALURU URBAN,exact_reference_mapping,81.62,100.0,58.74,80.0,48.76,25.97,3,1,placeholder_or_negative_claim,unreviewed,claim_level_source_alignment_unverified
