source_row_number,unique_id,name,scoring_eligible,intake_issue_codes,facilityTypeId,facility_type_normalized,facility_type_normalization_action,operatorTypeId,operator_type_normalized,operator_type_normalization_action,address_zipOrPostcode,pincode_normalized,pincode_reference_status,pincode_join_confidence
1579,449f1f62-09de-4cd7-9e6a-2ccb8a27ed70,Seven Star Hospital?,True,,hospital,hospital,unchanged,private,private,unchanged,440009,440009,,unresolved
1620,515fb95f-d589-418f-b510-d8bf7438f884,Cura Imaging & Gastro Clinic,True,,clinic,clinic,unchanged,private,private,unchanged,411010,411010,,unresolved
1626,52e40ecf-174a-4144-b1f9-2d7621366cae,Sanjeevani Dwarka Path Labs,True,,clinic,clinic,unchanged,private,private,unchanged,110077,110077,district_mode_selected,ambiguous_reference_mapping
1632,54729c24-1538-44e3-8876-bd1050d50077,BAPS Yogiji Maharaj Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,380 004,,,invalid_pincode
1638,572bc7f6-685a-4095-9499-c42b28882a8a,Surekha Criticare Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,421003,421003,,unresolved
1644,58c3c154-6755-47cb-aa1d-c7b8b5e33b84,Regen Healthcare & Diagnostics,True,,clinic,clinic,unchanged,private,private,unchanged,734001,734001,district_mode_selected,ambiguous_reference_mapping
1645,59e75fce-f892-4ce6-9156-17f1db61c156,Metropolis Lab,True,,hospital,hospital,unchanged,private,private,unchanged,400090,400090,,unresolved
1672,63bc2cbf-65b3-4f25-a16a-c968f93a2b2c,Pearl Dental Clinic And Kids Dental Zone,True,,clinic,clinic,unchanged,private,private,unchanged,302014,302014,,unresolved
1680,6614ecff-6127-4de7-8311-d7018d2783aa,Ark Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,56,,,invalid_pincode
1687,681e2982-5737-4d55-8140-17919d58a335,Samal Care Multispecialty Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,759128,759128,district_mode_selected,ambiguous_reference_mapping
1688,68257f68-c462-466d-b41f-331a6e5c8243,Sendhil Dental Clinic & Implant Centre,True,,clinic,clinic,unchanged,private,private,unchanged,600037,600037,ambiguous_district,ambiguous_reference_mapping
1689,689bf0c9-b44e-4d9c-84f1-bbb9634542c9,Sanghi Medical Centre,True,,clinic,clinic,unchanged,private,private,unchanged,110048,110048,district_mode_selected,ambiguous_reference_mapping
1691,69201515-916a-4304-aeef-e700f8603083,Batra Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,62,,,invalid_pincode
1700,6d11c931-7396-462f-90a1-ef58eeed1c83,Samarpan General Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,361 004,,,invalid_pincode
1702,70632559-d977-42e0-a9ee-db89a2d682c9,Vatsalya Hospital,True,,hospital,hospital,unchanged,,,missing,382440,382440,,unresolved
1704,70a14dce-5b73-4a4e-a15d-c94fbc02e3b6,Rajputana Hospital and Research Centre,True,,hospital,hospital,unchanged,private,private,unchanged,000000,000000,,unresolved
1708,723aee81-544c-48b2-881b-fdae77fe15d3,Arasan Eye Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,638 011,,,invalid_pincode
1746,81eeadc6-9026-4e21-8a7b-099ef711f02d,Primary Health Centre Marauna,True,,clinic,clinic,unchanged,public,public,unchanged,811107,811107,district_mode_selected,ambiguous_reference_mapping
1766,8cb65630-cd35-49b6-b622-af00aea62011,Anuradha Eye Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,416 415,,,invalid_pincode
1778,92d6bd6a-8adf-49de-8a81-c7d79002193e,Harsini’s Dental Clinic,True,,clinic,clinic,unchanged,private,private,unchanged,600 037,,,invalid_pincode
1782,946184de-a7c3-4c65-97a8-63ceb263fb5f,"Care Dental Clinic - Dr.Arun Best Dentist in Villivakkam: Painless Treatment, Orthodontist, Root Canal, Implants & More",True,,clinic,clinic,unchanged,private,private,unchanged,600049,600049,district_mode_selected,ambiguous_reference_mapping
1783,964639b3-08a3-4d5e-ab37-40afc9a1e458,IBS Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,110024,110024,district_mode_selected,ambiguous_reference_mapping
1788,Such a Centre is a very useful facility for the University’s employees as it provides supervision and care for infants and young children during the daytime,,False,invalid_unique_id|invalid_organization_type,,,missing,,,missing,,,,missing_pincode
1789,| **Dr. Anvita Verma**   ,,False,invalid_unique_id|invalid_organization_type,,,missing,,,missing,,,,missing_pincode
1790,Assistant Professor (Social Work)  ,,False,invalid_unique_id|invalid_organization_type,,,missing,,,missing,,,,missing_pincode
1791,Mobile: +91-9451520000  ,,False,invalid_unique_id|invalid_organization_type,,,missing,,,missing,,,,missing_pincode
1792,Email: verma_anvita@lkouniv.ac.in  ,,False,invalid_unique_id|invalid_organization_type,,,missing,,,missing,,,,missing_pincode
1793,---|---  ,,False,invalid_unique_id|invalid_organization_type,,,missing,,,missing,,,,missing_pincode
1794,| **Dr. Aditya Abha Singh**   ,,False,invalid_unique_id|invalid_organization_type,,,missing,,,missing,,,,missing_pincode
1795,Assistant Professor (Botany)  ,,False,invalid_unique_id|invalid_organization_type,,,missing,,,missing,,,,missing_pincode
1796,Mobile: +91-9838602509  ,,False,invalid_unique_id|invalid_organization_type,,,missing,,,missing,,,,missing_pincode
1797,Email: singh_aa@lkouniv.ac.in  ,,False,invalid_unique_id|invalid_organization_type,,,missing,,,missing,,,,missing_pincode
1798,| **Dr. Niharika**   ,,False,invalid_unique_id|invalid_organization_type,,,missing,,,missing,,,,missing_pincode
1799,Assistant Professor (Law)  ,,False,invalid_unique_id|invalid_organization_type,,,missing,,,missing,,,,missing_pincode
1800,Mobile: +91-8299172969  ,,False,invalid_unique_id|invalid_organization_type,,,missing,,,missing,,,,missing_pincode
1801,"Email: niharika@lkouniv.ac.in""","[""maternalAndChildHealth"",""pediatrics"",""familyMedicine"",""pediatrics"",""neonatologyPerinatalMedicine"",""pediatrics"",""familyMedicine"",""internalMedicine"",""maternalAndChildHealth"",""familyMedicine"",""gynecologyAndObstetrics"",""pediatrics"",""familyMedicine"",""pediatrics"",""familyMedicine"",""maternalAndChildHealth"",""maternalAndChildHealth"",""pediatrics"",""infectiousDiseases"",""pediatrics"",""pediatricCriticalCareMedicine"",""neonatologyPerinatalMedicine"",""maternalAndChildHealth"",""maternalAndChildHealth"",""internalMedicine"",""maternalAndChildHealth"",""internalMedicine"",""maternalAndChildHealth"",""internalMedicine"",""gynecologyAndObstetrics"",""pediatrics"",""neonatologyPerinatalMedicine"",""pediatricCriticalCareMedicine"",""familyMedicine"",""cardiology"",""familyMedicine"",""internalMedicine"",""maternalAndChildHealth"",""dentistry"",""physicalMedicineAndRehabilitation"",""internalMedicine"",""pediatrics"",""familyMedicine"",""maternalAndChildHealth"",""internalMedicine"",""physicalMedicineAndRehabilitation"",""developmental–behavioralPediatrics"",""familyMedicine"",""pediatrics"",""infectiousDiseases""]",False,invalid_unique_id|invalid_organization_type,,,missing,,,missing,26.42313003540039,,,invalid_pincode
1817,9de3817b-a487-4c97-85a8-698cc6c7123c,"Maharaja Agrasen Medical College, Agroha",True,,hospital,hospital,unchanged,private,private,unchanged,125047,125047,district_mode_selected,ambiguous_reference_mapping
1831,a35243f6-e2f2-4b59-a784-95225f0669c4,SPS Hospitals Ludhiana,True,,hospital,hospital,unchanged,private,private,unchanged,141009,141009,,unresolved
1877,b930e823-1a6d-4921-be39-662551565cd1,Vaish Eye Clinic,True,,clinic,clinic,unchanged,private,private,unchanged,110009,110009,district_mode_selected,ambiguous_reference_mapping
1881,bb6c6ffd-b56f-4e80-8d9a-dcfa2ceb788b,Landmark Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,160034,160034,,unresolved
1892,c01d319c-0dbe-412f-a381-074685b602bb,Nalam Medical Centre & Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,632 009,,,invalid_pincode
1912,c8156ed1-b2fd-4310-9a80-7451f03715ed,"MGM Eye Institute 5th Mile, Vidhan Sabha Road, Raipur",True,,hospital,hospital,unchanged,private,private,unchanged,493 111,,,invalid_pincode
1913,c826aa92-5af9-4291-bc48-a327e1d152b1,Sri Sathya Sai Institute of Higher Medical Sciences,True,,hospital,hospital,unchanged,private,private,unchanged,515 134,,,invalid_pincode
1914,c8aa3363-35eb-4c70-ae7a-0a86307f49c2,Durgapur Sub Divisional Hospital,True,duplicate_unique_id,hospital,hospital,unchanged,public,public,unchanged,713212,713212,exact,exact_reference_mapping
1915,c8aa3363-35eb-4c70-ae7a-0a86307f49c2,Durgapur Sub Divisional Hospital,False,duplicate_unique_id,hospital,hospital,unchanged,public,public,unchanged,713212,713212,exact,exact_reference_mapping
1918,c9518151-2032-4f53-823b-d42acd0aad95,HCG Multi Specialty Hospital,True,duplicate_unique_id,hospital,hospital,unchanged,private,private,unchanged,380006,380006,exact,exact_reference_mapping
1919,c9518151-2032-4f53-823b-d42acd0aad95,HCG Multi Specialty Hospital,False,duplicate_unique_id,hospital,hospital,unchanged,private,private,unchanged,380006,380006,exact,exact_reference_mapping
1934,ce78e01f-a59b-4311-9f40-6ea896891dc1,Holy Heart Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,124...,,,invalid_pincode
1935,cf2b62d4-47ad-4c82-8893-2f72c9321561,Indo-US Super Speciality Hospital & Virinchi Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,500016,500016,ambiguous_district,ambiguous_reference_mapping
1951,d23e2a5d-fa18-4f89-b63b-f8cd98e7c43b,Chandigarh Clinical Laboratories,True,,clinic,clinic,unchanged,private,private,unchanged,160016,160016,,unresolved
1962,d5d1d609-1dec-402b-861f-a87318787f49,Rathi Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,305901,305901,district_mode_selected,ambiguous_reference_mapping
1973,d8989677-f43f-4a3a-a24f-6d5161fdd865,"Shafi Ayurveda Nursing Home, Kuttippuram",True,,clinic,clinic,unchanged,private,private,unchanged,674531,674531,,unresolved
1991,ddfc13b1-edd5-4950-bf42-76317a817e54,"Sri Venkateswara Institute of Medical Sciences, Tirupati",True,,hospital,hospital,unchanged,public,public,unchanged,517507,517507,district_mode_selected,ambiguous_reference_mapping
1998,e1021523-5264-4bda-872b-5bfb182111ee,Sundaram Arulrhaj Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,628 002,,,invalid_pincode
2019,e98c4c7a-199c-4ac5-902b-feb794e788df,Sankar Kartik Netralaya,True,,hospital,hospital,unchanged,private,private,unchanged,208001,208001,district_mode_selected,ambiguous_reference_mapping
2024,eaf56981-b85f-4102-8b4a-9e4dca60d46c,Amba Health Centre & Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,382421,382421,district_mode_selected,ambiguous_reference_mapping
2030,edd164fc-db4e-40f4-9880-e1eabe6b1bb2,Surya Multispeciality Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,410501,410501,district_mode_selected,ambiguous_reference_mapping
2050,f867fd90-bf0e-41d9-9291-c06497548886,Malik Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,20201,,,invalid_pincode
2060,fced074a-ce12-47a8-b52e-e40d876fc122,PPK Hospital,True,duplicate_unique_id,hospital,hospital,unchanged,public,public,unchanged,629 165,,,invalid_pincode
2061,fced074a-ce12-47a8-b52e-e40d876fc122,PPK Hospital,False,duplicate_unique_id,hospital,hospital,unchanged,public,public,unchanged,629 165,,,invalid_pincode
2069,ff608b82-3a26-4ba7-bb78-b84fd0ed93c2,"Gabani Kidney Hospital - Dhan-Laxmi Complex, Nr. Ayurved College, Station-Lal Darwaja Road, Surat-395 003, Gujarat, India",True,,hospital,hospital,unchanged,private,private,unchanged,395 003,,,invalid_pincode
2077,0277b0a0-05e0-418d-9763-7b2fe78f636e,Srijan Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,2110...,,,invalid_pincode
2095,06ef75cc-4c89-4ac0-a305-b302177fcc47,Faith Multispeciality Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,600049,600049,district_mode_selected,ambiguous_reference_mapping
2136,119e85d2-d897-405a-a9ce-43610d115483,Megha Path Lab,True,,clinic,clinic,unchanged,private,private,unchanged,160044,160044,,unresolved
2137,11e38d14-ea6e-4fb4-b952-c865edcda343,Dr. Patels Dental Clinic & Implant Center,True,,clinic,clinic,unchanged,private,private,unchanged,382421,382421,district_mode_selected,ambiguous_reference_mapping
2139,122c4874-bae0-4c87-bac8-c22e5b0611f8,Delhi Heart & Lungs Institute,True,,hospital,hospital,unchanged,private,private,unchanged,110055,110055,district_mode_selected,ambiguous_reference_mapping
2141,126d8e0f-a095-4d87-8765-5d3e6d5fdba5,Ayushman Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,462241,462241,,unresolved
2143,Dr. Bharathi is an Obstetrician and Gynaecologist, located in Mandaiveli,False,invalid_unique_id|invalid_organization_type,,,missing,,,missing,,,,missing_pincode
2144,She completed her MBBS from Sri Ramachandra University, Chennai. She did her Post-Doctoral fellowship in Reproductive Medicine from Madras Medical Mission,False,invalid_unique_id|invalid_organization_type,,,missing,,,missing,,,,missing_pincode
2145,She has 9+ years of experience in Obstetrics and Gynaecology,,False,invalid_unique_id|invalid_organization_type,,,missing,,,missing,,,,missing_pincode
2146,"For Instant Booking please call +91 7303555015""","[""gynecologyAndObstetrics"",""reproductiveEndocrinologyAndInfertility"",""familyMedicine"",""reproductiveEndocrinologyAndInfertility"",""gynecologyAndObstetrics"",""familyPlanningAndComplexContraception"",""familyMedicine"",""familyMedicine"",""gynecologyAndObstetrics"",""reproductiveEndocrinologyAndInfertility"",""familyMedicine"",""gynecologyAndObstetrics"",""reproductiveEndocrinologyAndInfertility"",""familyMedicine"",""gynecologyAndObstetrics"",""reproductiveEndocrinologyAndInfertility"",""generalSurgery"",""familyMedicine"",""reproductiveEndocrinologyAndInfertility"",""gynecologyAndObstetrics"",""familyMedicine"",""reproductiveEndocrinologyAndInfertility"",""familyMedicine""]",False,invalid_unique_id|invalid_organization_type,,,missing,,,missing,13.026690483093262,,,invalid_pincode
2147,13d353ff-aaef-4c09-887e-32fe3f661e26,Goyal Nursing Home,True,,hospital,hospital,unchanged,private,private,unchanged,121102,121102,district_mode_selected,ambiguous_reference_mapping
2155,16d8ae54-ab97-4d2c-845c-602cfafe8d87,"Dr Shaji's MRI & Medical Research Centre, Kozhikode",True,,clinic,clinic,unchanged,private,private,unchanged,673 004,,,invalid_pincode
2161,183e17f4-bed7-4929-b159-b97501aa7eba,Dr Rama's Institute For Fertility,True,,hospital,hospital,unchanged,private,private,unchanged,500016,500016,ambiguous_district,ambiguous_reference_mapping
2169,1aa66ea8-3931-4a5a-accf-2d79b8c4cb9d,Awadh Dental College & Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,831012,831012,district_mode_selected,ambiguous_reference_mapping
2175,1c04a5d8-f0cd-459c-bdda-dbc9413d5174,New Ramkrishna Seva Sadan,True,,hospital,hospital,unchanged,private,private,unchanged,734001,734001,district_mode_selected,ambiguous_reference_mapping
2176,1c2e73f0-c94a-41c6-ac3b-5fef18b4bde4,Perfect 32 Dental Clinic and Orthodontic Centre,True,,dentist,dentist,unchanged,private,private,unchanged,497001,497001,district_mode_selected,ambiguous_reference_mapping
2177,1c51898d-5267-4d14-b503-70f557d58299,Ananta Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,313202,313202,district_mode_selected,ambiguous_reference_mapping
2197,226266c6-d15a-41a6-bf6b-adb841f0a7d0,Dr. Paul's Skin Laser Centre,True,,clinic,clinic,unchanged,private,private,unchanged,110051,110051,ambiguous_district,ambiguous_reference_mapping
2198,227565fd-63ed-458b-a2ee-fcc8b927a40f,Prabha Eye Hospital Palwal,True,,hospital,hospital,unchanged,private,private,unchanged,121102,121102,district_mode_selected,ambiguous_reference_mapping
2205,23c33f71-78f0-411d-b0fc-cdd0c3da3c4a,Sushrut Piles Fistula Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,382009,382009,,unresolved
2208,2404aae8-7a9e-47f2-88a5-f3a73ca2328d,Sankalp Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,497001,497001,district_mode_selected,ambiguous_reference_mapping
2226,2b39d214-07ac-4e60-8bf9-99539b799edf,Max Lab - Rajender Nagar (Rajender Nagar),True,,clinic,clinic,unchanged,private,private,unchanged,110051,110051,ambiguous_district,ambiguous_reference_mapping
2236,2cec25d8-c212-4343-ba67-21b1310f51d4,Sushrutha Ayurvedic Medical College & Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,560-105,,,invalid_pincode
2252,31625db4-d5c4-4448-b21d-008d8c444a82,Nirmala Nursing Home,True,,hospital,hospital,unchanged,private,private,unchanged,241001,241001,district_mode_selected,ambiguous_reference_mapping
2256,32d23003-358d-4933-89ae-762f59e17912,Robin Hospitals,True,,hospital,hospital,unchanged,private,private,unchanged,40,,,invalid_pincode
2293,3bfba808-c13b-43be-94cd-c8cbbc622022,Kapadia Hospital (Goregaon),True,,hospital,hospital,unchanged,private,private,unchanged,400062,400062,,unresolved
2299,3d442edf-a3fe-4e74-8405-4ded2e21872a,Apple Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,452008,452008,,unresolved
2313,42741218-9041-4a04-98d3-3242acedebe9,Sparsh Clinic,True,,clinic,clinic,unchanged,private,private,unchanged,66,,,invalid_pincode
2322,43f9ec34-c62f-485a-b1ff-9d56f74d7c9f,Rama Healthcare Multispeciality Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,734001,734001,district_mode_selected,ambiguous_reference_mapping
2325,445f764a-44fb-42f5-96e9-6909e8854d06,"GCS Medical College, Hospital & Research Centre",True,,hospital,hospital,unchanged,private,private,unchanged,380025,380025,,unresolved
2326,447a4cd7-fd86-4476-a606-126c8c35a08d,Chennai Fertility Center and Research Institute - Chennai,True,,clinic,clinic,unchanged,private,private,unchanged,600029,600029,,unresolved
2333,466d16b1-2baf-4c25-ac5b-235cea9b5a87,Sachin Mamta Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,462021,462021,,unresolved
2335,46c8e07b-de88-4054-8440-c3d86cd0143b,House of Diagnostics,True,,clinic,clinic,unchanged,private,private,unchanged,110025,110025,ambiguous_state,ambiguous_reference_mapping
2339,4992d6c4-3a7e-4174-99e0-592b270fa4b3,Dental Persona,True,,dentist,dentist,unchanged,private,private,unchanged,110019,110019,district_mode_selected,ambiguous_reference_mapping
2341,49b30f06-c812-48c2-9ab3-002d68864d13,Grace Hospital,True,,hospital,hospital,unchanged,,,missing,110077,110077,district_mode_selected,ambiguous_reference_mapping
2357,4ee1bf0e-8cbf-407f-aed7-a86a708cd741,MAA Women's Hospital & IVF Center,True,,hospital,hospital,unchanged,private,private,unchanged,382424,382424,district_mode_selected,ambiguous_reference_mapping
2367,509c6668-953b-4d13-b198-5659718b54e6,Kanha Children Hospital,True,,hospital,hospital,unchanged,,,missing,492007,492007,,unresolved
2381,54c46617-47bb-4705-add2-c64dbe0bce89,Ved Dental & Aesthetic Clinic,True,,dentist,dentist,unchanged,private,private,unchanged,208001,208001,district_mode_selected,ambiguous_reference_mapping
2388,56bcf2b5-6066-41f1-8131-f6ab5ea36ccb,Healing Rehab - Prosthetics and Orthotics Care,True,,clinic,clinic,unchanged,private,private,unchanged,382424,382424,district_mode_selected,ambiguous_reference_mapping
2428,62c0e954-be86-466d-a911-a8b3ae01a49b,Dr. Ajayan'S Multispeciality Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,400 709,,,invalid_pincode
2435,> [**Pathankot**]  ,,False,invalid_unique_id|invalid_organization_type,,,missing,,,missing,,,,missing_pincode
2436,> One of the greatest ways to feel that this health centre cares about its individuals would be to remove all be concerned about coming, must be in individual regions of the hospital or,False,invalid_unique_id|invalid_organization_type,kie,,unmapped,"{""coordinates"":[75.5718994140625,31.32871437072754],""type"":""Point""}",,unmapped,0,,,invalid_pincode
2439,649cd7d9-058c-4fd9-a90b-4970f23b12ce,Sri Harihar Hospitals,True,,hospital,hospital,unchanged,private,private,unchanged,175125,175125,district_mode_selected,ambiguous_reference_mapping
2449,68d7d244-50a1-4786-bf09-2b7db8654d33,Prashanth Fertility Research Centre,True,,clinic,clinic,unchanged,private,private,unchanged,600 031,,,invalid_pincode
2457,"Our main aim is to provide a treatment-oriented complete diagnosis with more accurate highly dedicated and experienced radiologists and skilled staff members.""","[""radiology"",""radiology"",""cardiothoracicRadiology"",""emergencyMedicine"",""familyMedicine"",""radiology"",""familyMedicine"",""radiology"",""familyMedicine"",""radiology""]",False,invalid_unique_id|invalid_organization_type,,,missing,,,missing,22.560779571533203,,,invalid_pincode
2458,6b2b248f-d208-454a-9c43-51f030120187,Sangam Netralya,True,,hospital,hospital,unchanged,private,private,unchanged,160070,160070,,unresolved
2459,6b56ff4c-75e7-4f15-bf6c-e3b323ec0999,SGL Super Speciality Charitable Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,144 022,,,invalid_pincode
2481,7334bfce-5c67-42e8-97ad-6d3bc1ab4c3c,Dr. Venkataramana Heart and Maternity Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,517501,517501,district_mode_selected,ambiguous_reference_mapping
2482,7346f35c-499c-42c6-b2eb-9e82cbe31b3a,Vijay Marie Hospital,True,,hospital,hospital,unchanged,,,missing,500264,500264,,unresolved
2548,87228117-8931-4606-a339-ef0e90057f84,Aakash Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,600 019,,,invalid_pincode
2549,878f290d-5cb5-4253-b2ef-283c62ccbbca,Meenakshi Ammal Dental College and Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,600095,600095,district_mode_selected,ambiguous_reference_mapping
2556,8839883f-5e2b-4e8c-885b-57477273f091,Rainbow Medinova Diagnostic Services,True,,clinic,clinic,unchanged,private,private,unchanged,NAGPUR-10,,,invalid_pincode
2564,8a5332aa-b1ca-4dd6-97e7-bc152efafa43,Baraut Medicity Multi Specialty Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,250611,250611,district_mode_selected,ambiguous_reference_mapping
2586,912ddb79-01f3-42b2-b293-55450828ab09,Shiv Dental Clinic,True,,clinic,clinic,unchanged,private,private,unchanged,360003,360003,district_mode_selected,ambiguous_reference_mapping
2629,9ef9dee2-2688-40c9-8b71-4bc1ec4ec3c1,Apple Multi Speciality Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,500 008,,,invalid_pincode
2654,a5fed193-b8a2-40cd-98b2-e7e205a19187,Dr. Firdosi’s Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,497001,497001,district_mode_selected,ambiguous_reference_mapping
2661,a7aab77b-89a7-4b57-beab-6dbfc936ad5c,Olive Dental Clinic,True,,clinic,clinic,unchanged,private,private,unchanged,110019,110019,district_mode_selected,ambiguous_reference_mapping
2670,a9aa94d6-fa47-4ec9-8274-08e96a390a73,RNR's Dental Clinic,True,,clinic,clinic,unchanged,private,private,unchanged,517501,517501,district_mode_selected,ambiguous_reference_mapping
2672,aa1bca39-e513-4582-bed8-f563805d6f07,MIOT International,True,,hospital,hospital,unchanged,private,private,unchanged,600089,600089,ambiguous_district,ambiguous_reference_mapping
2680,Sri Sai Lions Netralaya started as a 10 bed Eye Hospital. Thanks to God and the tireless work of management and its specialized medical team, this multi-facility Eye Hospital counted with 70 beds as well as with many specialized services and advanced diagnostic equipments. It has survived and expanded due to the active support of numerous of well wishers,False,invalid_unique_id|invalid_organization_type,,,missing,,,missing,,,,missing_pincode
2681,  Currently,,False,invalid_unique_id|invalid_organization_type,85.15049743652344,,unmapped,00e60e06-25ed-43b3-a5fd-e39a0104729f,,unmapped,,,,missing_pincode
2701,b1ea1e58-1281-4cb8-9bfb-3b7ae49ddaee,Goyal Piles and Laser Centre,True,,clinic,clinic,unchanged,private,private,unchanged,85,,,invalid_pincode
2725,b9fd981b-84a2-48cb-bd11-c865cca48f3a,Shreya Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,560060,560060,district_mode_selected,ambiguous_reference_mapping
2745,bef72402-a57c-487b-b7ed-266ac28f9468,Institute Of Genetics & Hospital For Genetic Diseases,True,,hospital,hospital,unchanged,public,public,unchanged,500016,500016,ambiguous_district,ambiguous_reference_mapping
2750,bf879903-caed-4dce-ac44-72abd05094df,Astha hair clinic & Transplant Centre,True,,clinic,clinic,unchanged,private,private,unchanged,360003,360003,district_mode_selected,ambiguous_reference_mapping
2758,c11d5319-e27e-4110-ba02-54a63dd48dbf,"Shri Vinayak Hospital, Shahpur",True,,hospital,hospital,unchanged,private,private,unchanged,273 006,,,invalid_pincode
2777,c622b9e0-b81f-4069-94ff-f7508e8f1477,"Dhanwantari Hospital Centre for Psychiatric Care, Raipur, Chhattisgarh India",True,,hospital,hospital,unchanged,private,private,unchanged,493661,493661,district_mode_selected,ambiguous_reference_mapping
2778,It activities of the centre focus on the areas of early intervention," the capital of Chhattisgarh.""",False,invalid_unique_id|invalid_organization_type,21.083206176757812,,unmapped,81.65721130371094,,unmapped,3,,,invalid_pincode
2782,c7eb6761-b629-4eae-9b11-a8a73d2952ed,Unicare Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,410501,410501,district_mode_selected,ambiguous_reference_mapping
2808,d0de31a6-5811-4db3-a8d3-55c77bb48a64,Infocus Diagnostics Nikol,True,,clinic,clinic,unchanged,private,private,unchanged,382346,382346,,unresolved
2810,venkateswara diagnostic is doing more for health today than ever done before. We invest constantly in the most cutting-edge technology to provide the very best scan results for our patients,,False,invalid_unique_id|invalid_organization_type,"[""https://venkateswaradiagnosticcentre.com/"",""https://www.medindia.net/directories/labs/venkateswara-diagnostic-centre-chennai-tamil-nadu-40958-1.htm"",""https://www.mediyaar.com/chennai/labs/kcl-diagonstic-centre-tondiarpet.html"",""https://www.diagnosticcentres.in/diagnostic-centres/tamil-nadu/chennai/venkateswara-diagnostic-center-perumbakkam.html"",""https://www.facebook.com/112564788328363"",""https://www.diagnosticcentres.in/diagnostic-centres/tamil-nadu/chennai/venkateswara-diagnostic-centre.html"",""https://www.facebook.com/VenkateswaraDiagnosticCentre1/"",""https://www.facebook.com/110654166238127"",""https://www.facebook.com/682318155304977"",null,null]",,unmapped,,,missing,"{""coordinates"":[80.19386291503906,12.916261672973633],""type"":""Point""}",,,invalid_pincode
2818,d3edcb41-d409-4def-9fae-4ad25a036855,The Muslim Ambulance Society Diagnostic Center,True,,hospital,hospital,unchanged,private,private,unchanged,400010,400010,district_mode_selected,ambiguous_reference_mapping
2826,d6783435-4195-41e3-95c9-d8619c1fc420,Dr Prashant Pattnaik's SS Urological Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,4000050,,,invalid_pincode
2838,d9f765fd-ce97-4976-9c9b-2cd571fd1c5c,Rangani Medicare And Dental Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,360003,360003,district_mode_selected,ambiguous_reference_mapping
2842,da54b8c0-9b5b-407c-8f23-d73104fc5cd5,Indira IVF Kanpur,True,,clinic,clinic,unchanged,private,private,unchanged,208001,208001,district_mode_selected,ambiguous_reference_mapping
2846,dbe17a04-dbaf-41bc-a626-f092382b645b,Naisarg Ortho Speciality Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,390005,390005,,unresolved
2848,dccc306a-a7d6-4d3b-96d4-8d8a240a2ab5,Aarogya Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,110092,110092,district_mode_selected,ambiguous_reference_mapping
2857,ded1dd57-b711-4874-9dcb-e2f66cdad203,Salem Gopi Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,636 007,,,invalid_pincode
2859,df9db680-b001-4b58-8041-1823014a4d49,SMH-Cancer Centre,True,,hospital,hospital,unchanged,private,private,unchanged,110092,110092,district_mode_selected,ambiguous_reference_mapping
2864,e07366cd-0dae-4274-9a4d-9a77f59c7156,Arihant Orthopeadic Hospital Ambawadi,True,,hospital,hospital,unchanged,private,private,unchanged,380 015,,,invalid_pincode
