source_row_number,unique_id,name,organization_type,structurally_valid,exact_duplicate,scoring_eligible,issue_codes
3214,317216a8-63bb-4543-b6f6-ca817b794db0,R.K. Dental Clinic - Laser & Cosmetic Centre,facility,True,False,True,
3215,317f5057-fc00-4e48-a8c2-f5863f0c2b22,St. Joseph's Mission Hospital,facility,True,False,True,
3216,318632bb-b7e4-4e30-81d7-72ec4ee20dd7,Make My Smile Dental Clinic,facility,True,False,True,
3217,3221860f-fccf-47b2-886a-5242cba79ec2,DentiCare Dental Care Center,facility,True,False,True,
3218,32c2b016-460d-4fa8-9294-fb4a2a0bc473,Umaid Hospital,facility,True,False,True,
3219,32cfc0fe-d0e5-4dab-bbdc-397b690c64c4,Nihar Eye Care,facility,True,False,True,
3220,32d2401f-0a85-4a01-b998-d6e2cfffca85,Harish Neuro Centre,facility,True,False,True,
3221,32fd429c-dc2f-4ff6-bdc6-c3cd6e9cd8f0,Patel Dental Clinic,facility,True,False,True,
3222,33285398-aa38-4c5b-b96f-d4d8d98e452e,Dhruv Nursing And Maternity Home,facility,True,False,True,
3223,3382565c-a4dd-4436-b96c-6eb8242726a8,Manubhai Shah Medical & Research Centre,facility,True,False,True,
3224,33de3de0-af94-43d7-9166-cdbcabf01d9b,Prasad Netralaya,facility,True,False,True,
3225,33e75480-13d4-4c59-973a-9c2c9472c690,Sambhav Clinic,facility,True,False,True,
3226,346e3374-da86-47bf-90bb-6118667c77a8,Prakash Eye Centre,facility,True,False,True,
3227,34d95cb5-3894-4547-a386-deb4610398e4,"Shens Speciality Hospital, Ashok Nagar, Chennai",facility,True,False,True,
3228,3505de0d-1c6c-4b3f-8ca1-b87734cc83d8,Medall Diagnostics,facility,True,False,True,
3229,351d3f2b-009f-46fd-bf1a-eda0ddb9d135,"Cimar The Women's Hospital, Edappally, Cochin",facility,True,False,True,
3230,35289edf-c2b2-44af-8d34-0d244144e71a,KilBil Child Clinic,facility,True,False,True,
3231,3555dd9c-6c2e-4bf1-9614-302964417ad7,Om Dental Care,facility,True,False,True,
3232,35cfa53d-944b-414e-98df-74622f6c7afc,Samaleswari Dental Clinic,facility,True,False,True,
3233,35edc2f1-035c-43d4-89af-ba82834ef976,East End Fertility Clinic,facility,True,False,True,
3234,360402a4-1f17-4457-ae1a-8a9fa28a8ed9,Spandan Hospital,facility,True,False,True,
3235,36197903-ab46-49a9-8ee7-f4b3cacd0a01,Metro Path Lab,facility,True,False,True,
3236,36363f68-4ee2-4583-ad0c-9cf19b3c6b49,Akshar Diabetes Centre,facility,True,False,True,
3237,36501bee-69ca-407a-9ed7-dd9636c078d4,Knee & Ortho Clinic,facility,True,False,True,
3238,367edaa3-20e8-4a3b-a723-94b8538d6f87,Vatsalya Hospital,facility,True,False,True,
3239,36c5a04d-a088-49be-8aea-b932998053e5,Aditya Kamaraja Hospitals,facility,True,False,True,
3240,36fced29-e8ce-46cb-9ae1-c97fe8a9f1fd,"Matra Drishti Medi Care, Jankipuram Extension",facility,True,False,True,
3241,3706e2a1-9418-4ac7-8268-6d849e3dcb49,Mehta Hospital,facility,True,False,True,
3242,373756b9-e6d8-4fcb-af28-0bd0c4172694,Aarogya Hospital,facility,True,False,True,
3243,374d0738-38ae-4ccf-8692-8f93c29e6dcc,Cardionova Institute Of Medical Sciences,facility,True,False,True,
3244,374d3fdf-4539-4899-b427-d26d2f2f0577,Srimanta Sankardeva Hospital & Research Institute,facility,True,False,True,
3245,37e9970c-d37e-4ebe-9ce3-44aa22fc08e7,Sargam Health Care,facility,True,False,True,
3246,37f5d916-4a0c-4c6f-8613-7354cc8a47ae,Pushya Hospital,facility,True,False,True,
3247,380c9661-eaeb-48f4-9fc8-5a7d781d6ffa,Bhopal Fracture Hospital (A Multispeciality Centre),facility,True,False,True,
3248,3828cf3c-4ca6-46af-b6c9-c8b604dd4a0a,Avant Dental,facility,True,False,True,
3249,382f644e-04b2-46c5-9639-a38f466de06a,Dr Arya's Homoeopathic,facility,True,False,True,
3250,383c6613-ab06-4394-8a15-b1059dbfd4a0,Sunrise Global Superspeciality Hospital Nanded,facility,True,False,True,
3251,387225e9-85b8-456b-b201-4c31bd2cbd86,Nu Vision Eye Care Hospital,facility,True,False,True,
3252,3872ea66-d8f6-4175-a177-4bd66852cb4d,Vishnu Dental College,facility,True,False,True,
3253,3876007e-73fe-4505-8262-60d5e9077c7e,7Med Bareilly 4a1 Sai Sukhda Hospital,facility,True,False,True,
3254,3892aedd-c2a3-484d-9c0d-4b9a32ae92c5,Ruparelia Dental Clinic And Implant Centre,facility,True,False,True,
3255,3925b36d-b81f-48f0-afb5-d8f03c195867,Lip Line Dental Care,facility,True,False,True,
3256,3965cf00-be72-4704-82bf-b53b5f1a1426,Dr. Nikhils Dental Care,facility,True,False,True,
3257,39bd7760-9103-4936-8f37-c968c6f7c5aa,Tula Hospital,facility,True,False,True,
3258,39f98378-22a7-44c8-aee3-dcf80c56a368,Nuface Dental Implant Center,facility,True,False,True,
3259,3a4c9364-775e-4e5e-87dc-65d09014772f,Child Care Hospital,facility,True,False,True,
3260,3a4d58ad-357c-4871-b1bc-440092959548,Arvachin Hospital,facility,True,False,True,
3261,3a906b4d-c25e-480e-8b2f-52464ba097fd,"Abhishek Dental Care, Jaipur",facility,True,False,True,
3262,3aa11ac1-685f-44f9-84c2-34e0a5de1881,Shubh Hospital,facility,True,False,True,
3263,3aa554a5-0a66-4e49-9f1f-47aaa9a26993,GVK Health Hub,facility,True,False,True,
3264,3ab5e575-d140-4caf-aecd-2d05306c0699,Shubham Women's Hospital,facility,True,False,True,
3265,3ac4d940-aa74-4c70-80fc-80344250a97f,Dharam Hospital,facility,True,False,True,
3266,3ac6386f-7104-46fd-9379-7211e5855d3b,Mundh Hospital,facility,True,False,True,
3267,3ad6219e-d31e-4d8b-997a-410d85ea977c,North Bihar Laboratories,facility,True,False,True,
3268,3ae85a1b-a3ed-4da0-b367-7f2ef478b662,Mumbai Spine Clinic,facility,True,False,True,
3269,3b61ab41-993c-420c-9740-1ab60e2676fc,Sindhuja Piles Hospital,facility,True,False,True,
3270,3b705e68-c8f7-4206-b711-6007fa219beb,Shiny Pearls Dental Care,facility,True,False,True,
3271,3b72d632-462e-4d37-b1a6-20ef16dae2d8,"K K Speciality Clinic And Hospital, Mumbai",facility,True,False,True,
3272,3b99536c-195d-426e-92bb-8a90fde7a228,"Samatva Multispeciality Hospital - Lal Darwaja, Surat",facility,True,False,True,
3273,3bc1f94a-0054-4015-8180-b301be6c6ab0,New Ruthraan Hospital,facility,True,False,True,
3274,3bf5f2f1-16e0-4562-8976-f36f347759f8,United Hospital,facility,True,False,True,
3275,3c074933-598e-49d7-8655-edd2b4e1a3ad,J.J. Physiotherapy Advanced Clinic,facility,True,False,True,
3276,3c2c5f60-285a-4831-87cc-df70778603cd,Annai Arul Hospital,facility,True,False,True,
3277,3c8b8d06-f42d-4086-a642-5260d7645e80,"Daya Medical Centre Pathiripala Road, Kongad, Palakkad District, Kerala",facility,True,False,True,
3278,3ca09c01-2f2c-4c4a-8bad-bff2d2b6ae4b,Arya Hospital,facility,True,False,True,
3279,3ca0fd23-d1f8-44d4-bb5c-fbabf189209b,Palakudiyil Dental Speciality Centre,facility,True,False,True,
3280,3d01f6b7-28ae-413b-a8e5-cbcc21b65025,Kamla Nehru Hospital,facility,True,False,True,
3281,3d3bfea5-cc98-4462-b2c6-b0bbc0c1a687,Yashdeep Dental Clinic,facility,True,False,True,
3282,3d52fef8-6248-495f-bf5b-37fa8dc0bb54,"Sanjay Orthopaedic, Spine & Maternity Centre",facility,True,False,True,
3283,3d535332-f4ab-458c-b346-2427621b1d97,Dr. Gaikwad's Critical Care Centre,facility,True,False,True,
3284,3d64cf89-5828-43f4-b650-a541db637f1f,Mohalla Clinic,facility,True,False,True,
3285,3de16334-497c-4128-8349-d18f96d20bc3,Hi-Tech Dental Clinic,facility,True,False,True,
3286,3de58404-7ad0-42f4-b051-7d4c16db5cd1,PK Das Institute of Medical Science,facility,True,False,True,
3287,3e051963-e7d5-4a96-89e3-ac3898c4ff92,Manvi Dental Clinic,facility,True,False,True,
3288,3e0b1735-5600-4ab6-97c6-997f1d5cf20a,Latha Nursing Home,facility,True,False,True,
3289,3e0ca26e-bcf5-45f9-8af9-3a61d41459ca,Jeevana Kerala Ayurvedic Centre - Pune,facility,True,False,True,
3290,3e8efbf0-c7db-48bc-87e7-2897af0fecc3,Kids Dental Clinic,facility,True,False,True,
3291,3ebea27c-f11d-4e01-b558-ed4aeb5937bd,Amala Hospital,facility,True,False,True,
3292,3ee806fa-1d4a-43fd-9e1d-8c7d843e1aee,Dr. Singh's Multispeciality Dental Clinic,facility,True,False,True,
3293,3f134e1b-b5cf-4fce-991f-2c3c28749f57,Thunga Hospital,facility,True,False,True,
3294,3f465eb4-a032-4cf1-af19-6e7583ff8765,"Clinical Path Lab, CPL Tower, Opposite Ajanta Furniture, Amapara, Raipur-Chhattisgarh-492001, Chhattisgarh",facility,True,False,True,
3295,3f7f4c64-84ee-4faf-8614-e20761d194b6,Ganga Nursing Home,facility,True,False,True,
3296,3faba02f-2da4-4d02-b77d-b4f8eae80583,Sarin Dental Care,facility,True,False,True,
3297,3fcdb4d1-ceaa-4a3a-9952-0348cfe5784c,Dr. Hari’s Dental Centre,facility,True,False,True,
3298,3ff1b321-9240-4e70-ba00-ba9ea3a811ce,Goyal Piles Hospital,facility,True,False,True,
3299,4020af32-6e7b-48c2-a6b0-fb945bbdb474,"KIMS Hospitals, Kurnool",facility,True,False,True,
3300,40362fab-2b65-48e0-8034-f330dd5e2625,Lotus Diagnostic Centre,facility,True,False,True,
3301,404d4ac5-9f50-473b-89b1-cc73b4a38cbd,Samraksha Multi Super Speciality Hospital,facility,True,False,True,
3302,40526ecd-6825-4690-a515-5f060f6bb8b2,Dr Bedekar's Hospital for Women & Children,facility,True,False,True,
3303,405f4291-1199-48a6-b6b2-ff9e20046b6f,Olive Homoeopathy Clinic,facility,True,False,True,
3304,40731bc2-2799-4300-9b90-df3f2d771706,K. K. Patel Super Speciality Hospital,facility,True,False,True,
3305,408a3128-5a39-45cb-bc22-d5acba99252a,Cauvery Heart & Multi-Speciality Hospital,facility,True,False,True,
3306,409237a0-b4ca-4740-8b19-40429f6fe4fe,Kristu Jyoti Hospital Samba,facility,True,False,True,
3307,4105a305-4d33-49e1-ad26-d0c3d91bc076,SCR Hospital,facility,True,False,True,
3308,41217eae-1cff-4a9c-9b3c-db67f5f16989,Orasurge Dental Clinic,facility,True,False,True,
3309,4128f1b8-a352-4eb8-aa19-5907d7cac45d,"Healing Touch Gastrosurgery & Gynaecology Hospital 1 B Golden Avenue Phase 2 Jalandhar City, Jalandhar",facility,True,False,True,
3310,41430f8a-1c5b-48b2-9c75-422353b613ec,Shraddha Clinic,facility,True,False,True,
3311,4160e35d-1d6a-452a-b1c4-2e178c6b2626,Alok Hospital,facility,True,False,True,
3312,41adbf52-60f8-4796-85bc-efe2de89976d,Sunetram Eye Centre,facility,True,False,True,
3313,41b65a8f-727e-4170-9421-342bd4b2665b,ShardaCare - Healthcity,facility,True,False,True,
3314,42237a4a-4d44-438e-b801-393ffbfff666,Maxcare Hospital,facility,True,False,True,
3315,4274bec0-1d8b-45dd-83d7-8e3c51dd6c45,Aum Eye Hospital,facility,True,False,True,
3316,428d8e2b-29f4-408d-9030-fb57e7238590,Shridevi Institute Of Medical Sciences & Research Hospital,facility,True,False,True,
3317,42cac9e7-d5bf-4a21-a5bd-93e9c9c5d8c8,Dr. Kane Dental Clinic,facility,True,False,True,
3318,439ed6a6-19e8-453e-955d-aca5950214f2,M.V. Hospital for Diabetes,facility,True,False,True,
3319,43a0515a-dc88-4273-a7d9-37b20d701cbe,Kanva Sri Sai Hospital,facility,True,False,True,
3320,43a1238e-fcdf-4ab2-9332-e71902fddc9e,Green Leaf Hospital,facility,True,False,True,
3321,44777d73-d662-4eb4-8d21-7b5d1febdb11,R.R. Hospital,facility,True,False,True,
3322,44932e8d-8f48-4053-8d53-250351928df7,Agrawal Hospital and Research Institute,facility,True,False,True,
3323,44b10f7d-9c51-4621-8cd6-2dc30776679d,Arun Dental Clinic,facility,True,False,True,
3324,44d05b85-41b3-471a-ac6d-ceec8f9e96eb,Anantshree Hospital,facility,True,False,True,
3325,450c308c-eb4d-4d71-a63f-a4a4f008ca98,Medall Clumax Diagnostics,facility,True,False,True,
3326,45134e3e-0c98-4cb3-960c-432967dd685a,Maharaja Jitendra Narayan Medical College and Hospital,facility,True,False,True,
3327,45532e92-d931-4361-be8e-1b1aad59365d,RJ Super Speciality Hospital,facility,True,False,True,
3328,458c3ca5-6700-4990-913f-3baff8c3e80d,"Thind Eye Hospital, Jalandhar, Punjab, India",facility,True,False,True,
3329,4617dece-a561-4a0f-9fff-d34f3985b07b,Bliss Hospital,facility,True,False,True,
3330,46283e77-0ec6-406e-bb8b-b3e7b911d9f6,Dr Bhalchandra Patil Orthopaedic Hospital,facility,True,False,True,
3331,4687438b-fb12-4728-a4fb-29e2398a54c7,Saksham Healthcare,facility,True,False,True,
3332,46c8536f-e9ab-4786-887c-ab8f6cdea718,Myortho Clinic,facility,True,False,True,
3333,46cb1b9f-cda7-426b-bec4-da26ba4384ac,Medicare Hospital,facility,True,False,True,
3334,46cd189c-4b23-41ff-b245-9fec52414482,Vardhan Ayurveda Hospital – Tarnaka (Secunderabad),facility,True,False,True,
3335,46d54262-3059-4e7f-9e14-543b5f37bfa3,PVS Hospital,facility,True,False,True,
3336,46fa2398-54ec-409a-a420-e59eda3995f6,Guru Nanak Hospital,facility,True,False,True,
3337,47b1f4ab-0f3a-431b-8972-b733422b2292,Anita Dental Care Clinic,facility,True,False,True,
3338,47bf25f1-c3be-4198-be6d-e6431feda6e3,G.B. Pant Hospital,facility,True,False,True,
3339,48476570-180a-41af-9952-73d0747feea3,Cecil Diagnostic Center,facility,True,False,True,
3340,4851fb33-f534-4cc0-9fcd-e95e05417cdb,Eden Hospital,facility,True,False,True,
3341,48a62751-334d-487c-acca-5d5975ba0dc7,Pearl Dental Planet,facility,True,False,True,
3342,48cf0b63-fe40-439a-b09a-6b7c8566b077,ChromoXpert Research and Diagnostics,facility,True,False,True,
3343,48edea2e-b33f-44ff-8042-587225e6c801,Hill View Hospital & Research Center,facility,True,False,True,
3344,49485fba-8194-46a6-8ce6-51d25a49a0a6,St Joseph's Hospital Mysore,facility,True,False,True,
3345,49e14c60-0ff8-4306-82e7-b5d541e8082f,Aasi Multi Speciality Hospital,facility,True,False,True,
3346,49e46a47-07ec-4234-aabe-07fa94223806,Mirus Critical Care Centre,facility,True,False,True,
3347,4a4a3a92-cab9-45e7-8877-e2172209f9ac,Little Mouth Pediatric Dental Hospital,facility,True,False,True,
3348,4a51bb6c-ccab-414f-8127-08c160fbadac,Gorantla Multi Speciality Dental Clinic,facility,True,False,True,
3349,4a5f77a4-aed1-4f0f-96d3-d67a729163fe,Neolife Children's Hospital,facility,True,False,True,
3350,4a620683-3cd9-45b0-b944-10fe595bd8a4,Sai Hospital,facility,True,False,True,
3351,4a795156-23a7-4f17-be46-921e9b07da24,Shivam X-ray Ultrasound And Research Institute,facility,True,False,True,
3352,4a89be71-276d-4e15-bdf5-1b293babfe33,"Deep Hospital and Research Centre, Jhotwara, Jaipur",facility,True,False,True,
3353,4afa8b92-64c8-4921-a3a8-6c8a81e6c786,Runwal Accident and Maternity Hospital,facility,True,False,True,
3354,4b0b7197-5c3d-49e1-aa3d-f345007a1a36,Jangipara Rural Hospital,facility,True,False,True,
3355,4b14e4d0-7ecc-45e5-8659-625c1c9d09dc,Kaashi Ultrasound Clinic | Advanced Diagnostic Imaging in Noida,facility,True,False,True,
3356,4b4d5556-faef-45de-8dfe-cac634c48c7e,"Dr. Madhavi Retina Eye Care, Reddy And Reddys Colony",facility,True,False,True,
3357,4b8618dc-c36a-449d-ae17-db06c151b6a4,City Institute of Medical Sciences,facility,True,False,True,
3358,4bc33189-dc97-483d-9f48-9fef10145ec7,Kalpavruksha Hospital,facility,True,False,True,
3359,4bee4feb-f644-4167-82c1-5b0122ec9bf9,Modern Dental Care,facility,True,False,True,
3360,4c9148a5-5211-4150-b8f0-3a41204c4f1b,SI-DENT Dental Clinic,facility,True,False,True,
3361,4c98c821-db60-4bd1-b5d9-c7ade85e592e,Central United Hospital,facility,True,False,True,
3362,4ccba4fb-fa41-4d10-abc5-fdbad3f59044,Menaka Hospital,facility,True,False,True,
3363,4d05df11-60b6-48e2-8b8c-3e63c40c99f1,Government Veterinary Dispensary; Petlad,facility,True,False,True,
3364,4d17a9ac-f7be-4264-83d2-cff851fac31a,Soulful Dental Care,facility,True,False,True,
3365,4d33a768-fe8a-4cdd-b94e-ee5d62c85d1d,Edison Hospital,facility,True,False,True,
3366,4d5c0005-b4dd-476a-893d-8a7ed31ded67,"Kullu Valley Hospital (Shastri Nagar, Kullu, Himachal Pradesh)",facility,True,False,True,
3367,4d6c620f-08f8-4fa6-bb4c-c005cdaba895,Global Wellness Centre,facility,True,False,True,
3368,4d9e660d-ccaa-41be-a7dd-a8bf15437e89,Somaya Multispeciality Hospital,facility,True,False,True,
3369,4dc13a15-2809-421d-a140-48b2f60808c3,Arpan Hospital,facility,True,False,True,
3370,4ddb163f-33d3-4925-93e2-df9c78ada503,Holter On Demand,facility,True,False,True,
3371,4de31d0f-35a3-4c89-89fa-f66c6ba28c53,Rana Fracture and Physiotherapy Center,facility,True,False,True,
3372,4de58800-16e9-495f-8592-6b82fa40dbba,IRA Children\'s Clinic,facility,True,False,True,
3373,4ef3e069-fecf-4341-b418-e0a896947ca9,Dr. Sapna’s Grin & Glow – Dental and Aesthetics Clinic,facility,True,False,True,
3374,4f0c8cac-352b-4735-8366-5d2e5ba9d426,Sindhi Hospital,facility,True,False,True,
3375,4f2ce198-802f-4f26-8aa7-c22ffb3cec53,Apollo Clinic,facility,True,False,True,
3376,4f3375d8-e082-4808-a1f5-7e9e0b385a29,Prana Ayurveda Panchkarma & Yoga Centre,facility,True,False,True,
3377,4f8a97c0-b755-483c-b846-45af9f0f1c98,Jansewa Hospital,facility,True,False,True,
3378,5048b210-d2dc-4dcd-b220-a029f41bbab9,Mahatma Gandhi Memorial Government Hospital,facility,True,False,True,
3379,506a18f0-7317-4a24-9353-0cffc12fb035,Kids Dental Studio,facility,True,False,True,
3380,50c829a9-1603-443a-ac9e-3d2f2b9dbdbf,Cyril Children Hospital,facility,True,False,True,
3381,50fd571f-6d38-43a7-a8a0-b9a651b25f37,Smile N Shine,facility,True,False,True,
3382,51025a1a-e57b-439c-b62c-fe70225cea42,Verma Nursing Home,facility,True,False,True,
3383,51f1924b-7dcc-49ee-9328-77d039445fbf,Malhotra Medical Laboratories,facility,True,False,True,
3384,51f7fc98-e5c4-4033-b34d-2dbc9b5aa4cd,Sangam Health Care,facility,True,False,True,
3385,520a748d-bedc-4a67-844c-afe5a8305521,Dr. Gargi Acharya’s Bopal Dental Clinic,facility,True,False,True,
3386,521ae3a1-a4b0-4b56-9096-8dfe5a50d04f,Bhola Hospital,facility,True,False,True,
3387,5263c3cf-ab19-4c40-a6fb-afad400a9a00,Palm Shade Hospital,facility,True,False,True,
3388,529ec056-39d8-42a8-845d-22c913a9f8b1,Ardent Dental Centre,facility,True,False,True,
3389,52a13d85-ea7a-4e7d-9238-850ed794dfa6,Ramakrishna Hospital,facility,True,False,True,
3390,52bb8240-d5e4-4e6c-a1f4-9a5832d1cf08,Jeevandan Health,facility,True,False,True,
3391,52fc3d11-4178-4043-a12d-60a7f345aef9,MVR Cancer Centre & Research Institute,facility,True,False,True,
3392,5327fb19-e1e0-459d-89b9-f73e4ba7e52e,Coimbatore Child Trust Hospital,facility,True,False,True,
3393,53612958-82d6-427c-94f3-05a52725091a,Shri Hari Dental Clinic in Vastrapur,facility,True,False,True,
3394,5391500c-854c-46dc-9df0-2a19b64ae164,Srinivasa Nursing Home & Maternity Centre,facility,True,False,True,
3395,53d014ef-3957-4cb9-a2e2-4f534211eb43,"Chaitanya Eye Hospital, Benz Circle",facility,True,False,True,
3396,53e9dc22-a49c-47d9-a309-8e3a205d5dd1,Sabka Dentist,facility,True,False,True,
3397,5400acb0-fb03-41a1-a843-3b6c430a04dc,Capital Hospitals,facility,True,False,True,
3398,5421b489-0a23-42e8-bd25-f7a4ad1ebdbf,"Vaijnath Dental Clinic, Implant and Laser Center, Nava Naroda",facility,True,False,True,
3399,5464fc7b-a855-4f4e-b416-0f1a2dd8fbd9,Rajalakshmi Multispeciality Hospital,facility,True,False,True,
3400,5469213e-f19d-4af9-bac6-5eb7dd0d3c84,"Infinity Gastro Plus, Surat",facility,True,False,True,
3401,547f6f09-3974-4a2f-b458-c9a4b664518f,Katiyar Nursing Home,facility,True,False,True,
3402,549a06e8-b73b-499b-8fe9-f5435208b08a,Saraswati Hospital,facility,True,False,True,
3403,54b26a10-09fa-47f6-a51f-751aba5327eb,Dr. Vermas Dental Surgery & Braces Centre,facility,True,False,True,
3404,550711f0-cd09-4443-ad7a-8caf354f376f,Dr Naiju's Health Centre,facility,True,False,True,
3405,55168c2c-6765-4dde-bcf3-925f75e7f787,"Morkane Pain Clinic, Chembur Branch",facility,True,False,True,
3406,5535829c-51cc-4e3f-b6df-006373ec60f4,KATIRA MRI CENTER,facility,True,False,True,
3407,553fe6a3-9c2c-48fe-bc8f-8aeb3a982c5f,Sushrusha Hospital,facility,True,False,True,
3408,557dc6d1-e2ee-4b2f-ada0-23926b0f7e9b,"District Hospital, Jalpaiguri",facility,True,False,True,
3409,56002621-bc7d-470a-badd-03fc9ffd765b,Dr. Govind Sahay - Skinvel Hair & Skin Clinic,facility,True,False,True,
3410,56a50796-cdab-4fe2-8d1e-cacab3730d35,Dr Dipti Shah Sadhana Eye Care,facility,True,False,True,
3411,5736ea04-8c65-429b-b7ff-18a105076ce5,Dr. Nisarg Shah's Dental Clinic,facility,True,False,True,
3412,575d4089-c571-4a5a-a2b9-326756baac9e,Sri Ram Hospital,facility,True,False,True,
3413,5790feca-537c-4b3c-b6a3-3e78afa039ff,Satyarthi Hospital,facility,True,False,True,
3414,58242a13-38f5-445d-affe-7c3baade6969,Dr. Ramalinga Reddy Maxivision Super Speciality Eye Hospitals - Guntur,facility,True,False,True,
3415,58268a2b-0a9d-4c78-b6af-817ff3b86ec9,"Geetanjali Multispeciality Hospital, Wai, Satara",facility,True,False,True,
3416,582a55ec-6790-4adc-bf43-3978ae1d64b6,Velocity Multispeciality Hospital,facility,True,False,True,
3417,5848a6e9-ead4-4a9a-bc02-5520961fa892,Dr. Manjeet Saini Hospital,facility,True,False,True,
3418,58526ce5-bdc9-426c-8f5c-17a802bc2a6f,Deepam Medfirst Hospital,facility,True,False,True,
3419,5872776e-7a97-49b2-9311-01418fcab3be,Pmc Hospital,facility,True,False,True,
3420,588186f8-7a04-442f-9baa-c8e4d761677f,Sushila Pediatric Hospital,facility,True,False,True,
3421,58c1e876-c2bb-4167-b30c-ecfddd1d69ef,Khetan Dental Care,facility,True,False,True,
3422,58cef0c9-c1b3-4997-aabd-60d90fc94550,Jhalawar Medical College Hospital,facility,True,False,True,
3423,58f4b4ba-6fb5-46bc-b381-a071eb76f070,"Divine Acupuncture, Acupressure & Sujok Therapy Center In Jaipur Rajasthan India",facility,True,False,True,
3424,59102a88-9f1e-4c5d-98b4-ba059a26a09b,Hearingcare360,facility,True,False,True,
3425,593fa202-1362-41f2-a37a-2e0b775fc2c0,Bhubaneswar Dental And Physiotherapy Centre,facility,True,False,True,
3426,5963d98d-4120-44f1-9772-a4e2b0774a3d,Saaol Heart Center,facility,True,False,True,
3427,59a5d901-e443-4f4c-a92c-172fc627bf9f,Aditya Eye Hospital and Laser Centre,facility,True,False,True,
3428,59bbdf19-8d49-4651-819d-cc3c0cbb078d,Dr. Bhatia's Chandra IVF,facility,True,False,True,
3429,59d6057c-3b02-419d-83fe-21d569c0dc0c,Sahayog Hospital And Research Centre,facility,True,False,True,
3430,5a047752-8202-447b-ab35-738b1cde91a5,Institute of Child Health & Hospital,facility,True,False,True,
3431,5a29a7f2-16d0-4490-97a9-f4717e48b7fb,KKM Lap Laser Surgical Center,facility,True,False,True,
3432,5abc349e-992b-43de-a56b-159a8a9179ed,Sri Sankaradeva Nethralaya,facility,True,False,True,
3433,5b45ce90-1e59-4248-bfab-e23d8c0e2334,Lunkad Hospital,facility,True,False,True,
3434,5b73e625-226b-4a21-97a0-c5bdfc45d6d2,Right Sight Eye Clinic,facility,True,False,True,
3435,5ba175d6-a816-44c5-8fba-27bf7b9e00dd,Sunehri Devi Hospital,facility,True,False,True,
3436,5ba940f7-9ef8-40f5-8e15-f14a8aba3854,Fresh Breath Dental Clinic,facility,True,False,True,
3437,5bb9f623-4fb9-46f7-b680-1c21b8513c04,Crown Dental Clinic,facility,True,False,True,
3438,5bc9130c-3ece-4137-9451-c011d88f33fc,Advanced Lasik Laser Centre Sirsa,facility,True,False,True,
3439,5c0ed52d-26b9-49df-94b1-b7662da6688a,Agrawal Dental Care,facility,True,False,True,
3440,5c2e91de-2f6d-4334-bd28-530833e7b814,Curewell Hospital,facility,True,False,True,
3441,5c3a7919-203f-4455-a4cb-d9b64c7cdfea,BANKURA NURSING HOME,facility,True,False,True,
3442,5c3c1b4e-119a-4bad-a355-f8f5c19abf35,BurlyCare,facility,True,False,True,
3443,5cabe1f7-e4f4-427c-b44a-be34e57f11ba,Healing Touch Superspeciality Hospital,facility,True,False,True,
3444,5ce209a2-0220-491f-b6b0-2427dc351098,NAV Imperial Hospital and Research Centre,facility,True,False,True,
3445,5d03577a-327f-4944-95d7-3ce474b2bcfd,Medicaid Hospital & Critical Care Center,facility,True,False,True,
3446,5d03ca61-d09f-4dc6-b2e7-e31e810c3e96,Meenakshi Eye Hospital,facility,True,False,True,
3447,5df215f5-81cb-4525-826b-ddbe9ff54eee,Camry Hospitals,facility,True,False,True,
3448,5e0abc2b-1c8a-4399-b15a-45d09153412a,Prakash Pathology & Radiology,facility,True,False,True,
3449,5e0b96cf-e221-4e1f-bd1f-e9b49d3eca7e,R. B. Memorial Hospital,facility,True,False,True,
3450,5e6f6e25-8a5c-40b1-9733-6bfd0811b42f,Singla Children Hospital,facility,True,False,True,
3451,5e76fa6a-4fbe-4882-840a-e15a7835eae8,Derm Cure Skin & Hair Clinic,facility,True,False,True,
3452,5e7b658e-8fe8-4f23-95a4-1bb4103d7358,32 Teeth Dental Care,facility,True,False,True,
3453,5ea704f6-7bf6-4c9b-810a-52806cc841ff,Pristine Womens Hospital,facility,True,False,True,
3454,5eb06b07-8c36-412c-8a3e-b2990d221d87,Eyeland Eye Hospital,facility,True,False,True,
3455,5ec20085-7bb0-4e8c-9687-edb820af190f,Shree Mahavir Jain Hospital,facility,True,False,True,
3456,5ec46d93-b6a8-49d7-96d2-dd5bdb49121c,M K Multispeciality Dental Centre,facility,True,False,True,
3457,5f61f15d-e6d8-4325-8aaa-8cc0279d08fb,Ayanavaram 24 Hours Hospital,facility,True,False,True,
3458,5f861476-2830-4116-9fb0-81d6aa032388,Bristles Dental Studios,facility,True,False,True,
3459,5fa0a267-2ec8-4c39-a5e7-0e3bc8872305,Abdullah Hospital,facility,True,False,True,
3460,5fcdbc30-37fd-47c4-88e7-4d12e4a24a4f,Polaris Healthcare,facility,True,False,True,
3461,5fe8a7b6-4581-4930-abc3-d9ed5c67498d,Cavalier Hospital,facility,True,False,True,
3462,5fef0b90-42eb-4087-8a03-3db2db94c693,Argade Clinic,facility,True,False,True,
3463,605092a3-deae-460d-a351-4e58d0d19219,Sprint Diagnostics,facility,True,False,True,
3464,6051631b-11fc-4ba1-90d7-1f2deec55b12,Shree Jeewan Hospital,facility,True,False,True,
